doc_id,document,top_k,category,input_data,answer,python_output,yaml_output
193b518bc3025804c6d587c74cbc154d91478417,"document : Learning to Adapt Structured Output Space for Semantic Segmentation Convolutional neural network - based approaches for semantic segmentation rely on supervision with pixel - level ground truth , but may not generalize well to unseen image domains . As the labeling process is tedious and labor intensive , developing algorithms that can adapt source ground truth labels to the target domain is of great interest .",1,"['Task', 'Method']","document : Learning to Adapt Structured Output Space for Semantic Segmentation Convolutional neural network - based approaches for semantic segmentation rely on supervision with pixel - level ground truth , but may not generalize well to unseen image domains . As the labeling process is tedious and labor intensive , developing algorithms that can adapt source ground truth labels to the target domain is of great interest .","{'Task': ['semantic segmentation', 'Semantic Segmentation', 'labeling process'], 'Method': ['Convolutional neural network - based approaches']}","{'Task': ['semantic segmentation', 'adapting source ground truth labels to the target domain'], 'Method': ['convolutional neural network', 'supervision with pixel-level ground truth']}","task: Adapting source ground truth labels to target domain for semantic segmentation
methods:
- Convolutional neural network based approaches for semantic segmentation
- Supervision with pixel-level ground truth
- Developing algorithms for domain adaptation in semantic segmentation"
1d0dcb458aa4d30b51f7c74b159be687f39120a0,document : Pose - driven Deep Convolutional Model for Person Re - identification Feature extraction and matching are two crucial components in person Re - Identification ( ReID ) . The large pose deformations and the complex view variations exhibited by the captured person images significantly increase the difficulty of learning and matching of the features from person images .,1,"['Task', 'Method']",document : Pose - driven Deep Convolutional Model for Person Re - identification Feature extraction and matching are two crucial components in person Re - Identification ( ReID ) . The large pose deformations and the complex view variations exhibited by the captured person images significantly increase the difficulty of learning and matching of the features from person images .,"{'Task': ['learning and matching of the features', 'matching', 'person Re - Identification', 'ReID', 'Person Re - identification', 'Feature extraction'], 'Method': ['Pose - driven Deep Convolutional']}","{'Task': ['Person Re-Identification (ReID)'], 'Method': ['Feature extraction', 'Feature matching']}","task: Person Re-Identification (ReID)
methods:
- Feature extraction
- Deep Convolutional Model
- Pose-driven
- Learning
- Matching"
1f08598381af9146d0fd9a61b30d0e51a7331689,"document : Distributed Prioritized Experience Replay We propose a distributed architecture for deep reinforcement learning at scale , that enables agents to learn effectively from orders of magnitude more data than previously possible . The algorithm decouples acting from learning : the actors interact with their own instances of the environment by selecting actions according to a shared neural network , and accumulate the resulting experience in a shared experience replay memory ; the learner replays samples of experience and updates the neural network .",1,"['Task', 'Method']","document : Distributed Prioritized Experience Replay We propose a distributed architecture for deep reinforcement learning at scale , that enables agents to learn effectively from orders of magnitude more data than previously possible . The algorithm decouples acting from learning : the actors interact with their own instances of the environment by selecting actions according to a shared neural network , and accumulate the resulting experience in a shared experience replay memory ; the learner replays samples of experience and updates the neural network .","{'Task': ['Distributed Prioritized Experience Replay', 'deep reinforcement learning', 'learning'], 'Method': ['shared neural network', 'distributed architecture', 'neural network']}","{'Task': ['deep reinforcement learning'], 'Method': ['distributed architecture', 'decoupling of acting from learning', 'interacting with environment', 'selecting actions according to a shared neural network', 'accumulating experience in a shared experience replay memory', 'replaying samples of experience', 'updating the neural network']}","tasks:
- deep_reinforcement_learning
- learning_at_scale

methods:
- distributed_architecture
- decoupling_acting_from_learning
- using_shared_neural_network
- experience_replay
- accumulating_experience_in_shared_memory
- replaying_samples_of_experience
- updating_neural_network"
2138a7127429d67746ec78de46d6820fee0e548e,"document : Graph2Seq : Graph to Sequence Learning with Attention - Based Neural Networks The celebrated Sequence to Sequence learning ( Seq2Seq ) technique and its numerous variants achieve excellent performance on many tasks . However , many machine learning tasks have inputs naturally represented as graphs ; existing Seq2Seq models face a significant challenge in achieving accurate conversion from graph form to the appropriate sequence .",1,"['Task', 'Method']","document : Graph2Seq : Graph to Sequence Learning with Attention - Based Neural Networks The celebrated Sequence to Sequence learning ( Seq2Seq ) technique and its numerous variants achieve excellent performance on many tasks . However , many machine learning tasks have inputs naturally represented as graphs ; existing Seq2Seq models face a significant challenge in achieving accurate conversion from graph form to the appropriate sequence .","{'Task': ['conversion', 'machine learning tasks', 'Graph to Sequence Learning'], 'Method': ['Attention - Based Neural Networks', 'Seq2Seq', 'Graph2Seq', 'Sequence to Sequence learning']}","Based on the given document, here's the Python dictionary with the requested keys and values:

```python
{'Task': ['many machine learning tasks', 'achieving accurate conversion from graph form to the appropriate sequence'],
 'Method': ['Sequence to Sequence learning ( Seq2Seq )', 'its numerous variants', 'Graph to Sequence Learning', 'Attention - Based Neural Networks']}
```

This dictionary indicates that the tasks involve many machine learning tasks that require conversion from graph form to the appropriate sequence, and the methods include Sequence to Sequence learning (Seq2Seq), its numerous variants, Graph to Sequence Learning, and Attention-Based Neural Networks.","task: Graph-to-Sequence Learning
task: Sequence to Sequence Learning
method: Neural Networks
method: Attention-Based Neural Networks
method: Seq2Seq Technique
method: Variants of Seq2Seq Technique
task: Conversion from graph form to sequence
task: Achieving accurate conversion from graph form to sequence in Seq2Seq models."
21a1654b856cf0c64e60e58258669b374cb05539,"document : You Only Look Once : Unified , Real - Time Object Detection We present YOLO , a new approach to object detection . Prior work on object detection repurposes classifiers to perform detection .",1,"['Task', 'Method']","document : You Only Look Once : Unified , Real - Time Object Detection We present YOLO , a new approach to object detection . Prior work on object detection repurposes classifiers to perform detection .","{'Task': ['Real - Time Object Detection', 'detection', 'object detection'], 'Method': ['classifiers', 'YOLO']}","{'Task': ['object detection'], 'Method': ['You Only Look Once (YOLO)', 'unified', 'real-time']}","```yaml
Tasks:
- Object_detection

Methods:
- Repurposing_classifiers_for_detection
- Introducing_YOLO_for_object_detection
```"
232b43584b2236669c0a53702ad89ab10c3886ea,"In this work , we build on recent advances in distributional reinforcement learning to give a generally applicable , flexible , and state - of - the - art distributional variant of DQN . We achieve this by using quantile regression to approximate the full quantile function for the state - action return distribution . By reparameterizing a distribution over the sample space , this yields an implicitly defined return distribution and gives rise to a large class of risk - sensitive policies .",1,"['Task', 'Method']","In this work , we build on recent advances in distributional reinforcement learning to give a generally applicable , flexible , and state - of - the - art distributional variant of DQN . We achieve this by using quantile regression to approximate the full quantile function for the state - action return distribution . By reparameterizing a distribution over the sample space , this yields an implicitly defined return distribution and gives rise to a large class of risk - sensitive policies .","{'Task': [], 'Method': ['risk - sensitive policies', 'distributional variant', 'reinforcement learning', 'quantile regression', 'DQN']}","{'Task': ['recent advances in distributional reinforce learning'], 'Method': ['using quantile regression to approximate the full quantile function for the state-action return distribution', 'yields an implicitly defined return distribution', 'gives rise to a large class of risk-sensitive policies']}","task: Distributional Reinforcement Learning
method: [
  ""Building a generally applicable and state-of-the-art distributional variant of DQN"",
  ""Using quantile regression to approximate the full quantile function for the state-action return distribution"",
  ""Reparameterizing a distribution over the sample space to yield an implicitly defined return distribution"",
  ""Giving rise to a large class of risk-sensitive policies""
]"
23d2d3a6ffebfecaa8930307fdcf451c147757c8,"document : SeqGAN : Sequence Generative Adversarial Nets with Policy Gradient As a new way of training generative models , Generative Adversarial Net ( GAN ) that uses a discriminative model to guide the training of the generative model has enjoyed considerable success in generating real - valued data . However , it has limitations when the goal is for generating sequences of discrete tokens .",1,"['Task', 'Method']","document : SeqGAN : Sequence Generative Adversarial Nets with Policy Gradient As a new way of training generative models , Generative Adversarial Net ( GAN ) that uses a discriminative model to guide the training of the generative model has enjoyed considerable success in generating real - valued data . However , it has limitations when the goal is for generating sequences of discrete tokens .","{'Task': ['generating sequences of discrete tokens'], 'Method': ['generative models', 'discriminative model', 'Sequence Generative Adversarial Nets', 'generative model', 'Policy Gradient', 'Generative Adversarial Net', 'GAN', 'SeqGAN']}","{'Task': ['generating sequences of discrete tokens', 'training generative models'], 'Method': ['Sequence Generative Adversarial Nets (SeqGAN)', 'Generative Adversarial Net (GAN)', 'Policy Gradient']}","task: Sequence Generation
Method:
- Generative Adversarial Nets (GAN)
- Policy Gradient
- Sequence Generative Adversarial Nets (SeqGAN)"
24730424236724d3f798dec02901e7a1f1c4710e,"Joint Maximum Purity Forest with Application to Image Super - Resolution section : Abstract - In this paper , we propose a novel random - forest scheme , namely Joint Maximum Purity Forest ( JMPF ) , for classification , clustering , and regression tasks .",1,"['Task', 'Method']","Joint Maximum Purity Forest with Application to Image Super - Resolution section : Abstract - In this paper , we propose a novel random - forest scheme , namely Joint Maximum Purity Forest ( JMPF ) , for classification , clustering , and regression tasks .","{'Task': ['Image Super - Resolution', 'classification , clustering , and regression tasks'], 'Method': ['Joint Maximum Purity Forest', 'random - forest scheme', 'JMPF']}","{'Task': ['classification', 'clustering', 'regression'], 'Method': ['Joint Maximum Purity Forest (JMPF)']}","```yaml
- Task: classification
  Method: Joint Maximum Purity Forest (JMPF)
- Task: clustering
  Method: Joint Maximum Purity Forest (JMPF)
- Task: regression
  Method: Joint Maximum Purity Forest (JMPF)
```"
249b3b7421d3cdb932eecfe4b67203e0e46806b2,"document : Cell - aware Stacked LSTMs for Modeling Sentences We propose a method of stacking multiple long short - term memory ( LSTM ) layers for modeling sentences . In contrast to the conventional stacked LSTMs where only hidden states are fed as input to the next layer , our architecture accepts both hidden and memory cell states of the preceding layer and fuses information from the left and the lower context using the soft gating mechanism of LSTMs .",1,"['Task', 'Method']","document : Cell - aware Stacked LSTMs for Modeling Sentences We propose a method of stacking multiple long short - term memory ( LSTM ) layers for modeling sentences . In contrast to the conventional stacked LSTMs where only hidden states are fed as input to the next layer , our architecture accepts both hidden and memory cell states of the preceding layer and fuses information from the left and the lower context using the soft gating mechanism of LSTMs .","{'Task': ['Modeling Sentences', 'modeling sentences'], 'Method': ['soft gating mechanism', 'LSTMs', 'multiple long short - term memory', 'LSTM']}","{'Task': ['Modeling Sentences'], 'Method': ['Stacking multiple long short-term memory (LSTM) layers', 'Accepting both hidden and memory cell states of the preceding layer', 'Fusing information using the soft gating mechanism of LSTMs']}","```yaml
Tasks:
- Modeling_Sentences

Methods:
- Stacking_Long_Short_Term_Memory_LSTMs
- Conventional_Stacked_LSTMs
- Proposed_Architecture
  - Accepting_Both_Hidden_And_Memory_Cell_States
  - Fusing_Information_Using_Soft_Gating_Mechanism_of_LSTMs
```"
25a784f7f8c94c42821ee078587fc38dffcd00a4,"document : Robust Face Detection via Learning Small Faces on Hard Images Recent anchor - based deep face detectors have achieved promising performance , but they are still struggling to detect hard faces , such as small , blurred and partially occluded faces . A reason is that they treat all images and faces equally , without putting more effort on hard ones ; however , many training images only contain easy faces , which are less helpful to achieve better performance on hard images .",1,"['Task', 'Method']","document : Robust Face Detection via Learning Small Faces on Hard Images Recent anchor - based deep face detectors have achieved promising performance , but they are still struggling to detect hard faces , such as small , blurred and partially occluded faces . A reason is that they treat all images and faces equally , without putting more effort on hard ones ; however , many training images only contain easy faces , which are less helpful to achieve better performance on hard images .","{'Task': ['Learning Small Faces', 'Robust Face Detection'], 'Method': ['anchor - based deep face detectors']}","{'Task': ['Robust Face Detection'], 'Method': ['Learning Small Faces on Hard Images', 'Anchor-based deep face detection']}","task: Face Detection
methods:
- Anchor-based deep face detectors
- Learning Small Faces
- Putting more effort on hard images
- Treating all images and faces equally
- Containing easy faces in training images"
25f5df29342a04936ba0d308b4d1b8245a7e8f5c,Convolutional Pose Machines section : Abstract Pose Machines provide a sequential prediction framework for learning rich implicit spatial models .,1,"['Task', 'Method']",Convolutional Pose Machines section : Abstract Pose Machines provide a sequential prediction framework for learning rich implicit spatial models .,"{'Task': [], 'Method': ['Pose Machines', 'Convolutional Pose Machines', 'implicit spatial models', 'sequential prediction framework']}","{'Task': ['learning rich implicit spatial models'], 'Method': ['Convolutional Pose Machines', 'Abstract Pose Machines', 'sequential prediction framework']}","task: Sequential prediction of human pose
method: Learning rich implicit spatial models using Abstract Pose Machines
method: Providing a framework for the task using Abstract Pose Machines
method: Implementing the framework through Convolutional Pose Machines"
269730dbbabed8b8b5ba720e44a4c31b1f51e8f1,"Published as a conference paper at ICLR 2017 QUERY - REDUCTION NETWORKS FOR QUESTION ANSWERING section : ABSTRACT In this paper , we study the problem of question answering when reasoning over multiple facts is required .",1,"['Task', 'Method']","Published as a conference paper at ICLR 2017 QUERY - REDUCTION NETWORKS FOR QUESTION ANSWERING section : ABSTRACT In this paper , we study the problem of question answering when reasoning over multiple facts is required .","{'Task': ['QUESTION ANSWERING', 'question answering'], 'Method': ['QUERY - REDUCTION NETWORKS']}","{'Task': ['question answering', 'reasoning over multiple facts'], 'Method': ['query reduction networks']}","```yaml
Task:
- Question Answering
- Reasoning over multiple facts

Method:
- Query Reduction Networks
```"
270e65acc071b9e4e2a632720130c0e10cb6fa08,"document : Neural Tree Indexers for Text Understanding Recurrent neural networks ( RNNs ) process input text sequentially and model the conditional transition between word tokens . In contrast , the advantages of recursive networks include that they explicitly model the compositionality and the recursive structure of natural language .",1,"['Task', 'Method']","document : Neural Tree Indexers for Text Understanding Recurrent neural networks ( RNNs ) process input text sequentially and model the conditional transition between word tokens . In contrast , the advantages of recursive networks include that they explicitly model the compositionality and the recursive structure of natural language .","{'Task': ['Text Understanding'], 'Method': ['RNNs', 'Recurrent neural networks', 'recursive networks', 'Neural Tree Indexers']}","{'Task': ['Text Understanding'], 'Method': ['Neural Tree Indexers', 'Recurrent neural networks (RNNs)', 'Processing input text sequentially', 'Modeling conditional transition between word tokens', 'Explicitly modeling compositionality', 'Explicitly modeling recursive structure of natural language', 'Recursive networks']}","```yaml
- Task: Text Understanding
  Method: Neural Tree Indexers
- Task: Text Understanding
  Method: Recurrent Neural Networks (RNNs)
- Task: Text Understanding
  Method: Processing Input Text Sequentially
- Task: Text Understanding
  Method: Modeling Conditional Transition between Word Tokens
- Task: Text Understanding
  Method: Explicitly Modeling Compositionality
- Task: Text Understanding
  Method: Explicitly Modeling Recursive Structure
- Task: Text Understanding
  Method: Recursive Networks
```"
2777cd26b2c257843273fe41ad4c5b8cdf1b1b75,"document : Understanding Humans in Crowded Scenes : Deep Nested Adversarial Learning and A New Benchmark for Multi - Human Parsing Despite the noticeable progress in perceptual tasks like detection , instance segmentation and human parsing , computers still perform unsatisfactorily on visually understanding humans in crowded scenes , such as group behavior analysis , person re - identification and autonomous driving , etc . To this end , models need to comprehensively perceive the semantic information and the differences between instances in a multi - human image , which is recently defined as the multi - human parsing task .",1,"['Task', 'Method']","document : Understanding Humans in Crowded Scenes : Deep Nested Adversarial Learning and A New Benchmark for Multi - Human Parsing Despite the noticeable progress in perceptual tasks like detection , instance segmentation and human parsing , computers still perform unsatisfactorily on visually understanding humans in crowded scenes , such as group behavior analysis , person re - identification and autonomous driving , etc . To this end , models need to comprehensively perceive the semantic information and the differences between instances in a multi - human image , which is recently defined as the multi - human parsing task .","{'Task': ['autonomous driving', 'detection', 'instance segmentation', 'group behavior analysis', 'Understanding Humans in Crowded Scenes', 'human parsing', 'visually understanding humans in crowded scenes', 'perceptual tasks', 'person re - identification', 'Multi - Human Parsing'], 'Method': ['Deep Nested Adversarial Learning']}","{'Task': ['group behavior analysis', 'person re-identification', 'autonomous driving', 'multi-human parsing'], 'Method': ['Deep Nested Adversarial Learning']}","tasks:
- name: Group behavior analysis
- name: Person re-identification
- name: Autonomous driving
methods:
- name: Deep Nested Adversarial Learning
- name: Multi-human Parsing"
27a99c21a1324f087b2f144adc119f04137dfd87,document : Deep Fried Convnets The fully - connected layers of deep convolutional neural networks typically contain over 90 % of the network parameters . Reducing the number of parameters while preserving predictive performance is critically important for training big models in distributed systems and for deployment in embedded devices .,1,"['Task', 'Method']",document : Deep Fried Convnets The fully - connected layers of deep convolutional neural networks typically contain over 90 % of the network parameters . Reducing the number of parameters while preserving predictive performance is critically important for training big models in distributed systems and for deployment in embedded devices .,"{'Task': ['distributed systems', 'embedded devices'], 'Method': ['Deep Fried Convnets', 'big models', 'fully - connected layers of deep convolutional neural networks']}","Based on the given document, the following entities reflecting the tasks and methods can be identified:

{'Task': ['training big models in distributed systems', 'deployment in embedded devices'], 'Method': ['reducing the number of parameters', 'preserving predictive performance']}","task: Reducing number of parameters in deep convolutional neural networks
method: Preserving predictive performance while reducing network parameters"
27aa0f3ec934925265f93fac7ff1cd1d70ceb618,Strong Baselines for Neural Semi - supervised Learning under Domain Shift section : Abstract Novel neural models have been proposed in recent years for learning under domain shift .,1,"['Task', 'Method']",Strong Baselines for Neural Semi - supervised Learning under Domain Shift section : Abstract Novel neural models have been proposed in recent years for learning under domain shift .,"{'Task': ['Neural Semi - supervised Learning', 'learning under domain shift', 'Domain Shift'], 'Method': ['neural models']}","Based on the given document abstract, the following entities reflecting tasks and methods for neural semi-supervised learning under domain shift can be identified:

{'Task': ['learning under domain shift'], 'Method': ['neural models']}","task: Neural Semi-supervised Learning under Domain Shift
methods:
- Novel neural models
- Learning under domain shift"
2a86bcdfb1d817ddb76ba202319f8267a36c0f62,"document : PCL : Proposal Cluster Learning for Weakly Supervised Object Detection Weakly Supervised Object Detection ( WSOD ) , using only image - level annotations to train object detectors , is of growing importance in object recognition . In this paper , we propose a novel deep network for WSOD .",1,"['Task', 'Method']","document : PCL : Proposal Cluster Learning for Weakly Supervised Object Detection Weakly Supervised Object Detection ( WSOD ) , using only image - level annotations to train object detectors , is of growing importance in object recognition . In this paper , we propose a novel deep network for WSOD .","{'Task': ['Weakly Supervised Object Detection', 'object recognition', 'WSOD', 'WSOD )'], 'Method': ['Proposal Cluster Learning', 'object detectors', 'PCL', 'deep network']}","{'Task': ['Weakly Supervised Object Detection'], 'Method': ['Proposal Cluster Learning', 'Deep Network']}","```yaml
Tasks:
- Weakly_Supervised_Object_Detection

Methods:
- Proposal_Cluster_Learning
- Deep_Network
```"
2f04ba0f74df046b0080ca78e56898bd4847898b,"document : Aggregate Channel Features for Multi - view Face Detection Face detection has drawn much attention in recent decades since the seminal work by Viola and Jones . While many subsequences have improved the work with more powerful learning algorithms , the feature representation used for face detection still ca n’t meet the demand for effectively and efficiently handling faces with large appearance variance in the wild .",1,"['Task', 'Method']","document : Aggregate Channel Features for Multi - view Face Detection Face detection has drawn much attention in recent decades since the seminal work by Viola and Jones . While many subsequences have improved the work with more powerful learning algorithms , the feature representation used for face detection still ca n’t meet the demand for effectively and efficiently handling faces with large appearance variance in the wild .","{'Task': ['Multi - view Face Detection', 'detection'], 'Method': ['Aggregate Channel Features', 'feature representation', 'learning algorithms']}","Based on the given document, the following entities reflecting the tasks and methods can be identified:

{'Task': ['Face detection'], 'Method': ['Aggregate Channel Features', 'Multi-view Face Detection', 'Viola and Jones algorithm', 'Powerful learning algorithms']}","tasks:
- name: Aggregate Channel Features for Multi-view Face Detection

methods:
- name: Face Detection
  sub_methods:
  - name: Viola and Jones algorithm
  - name: Using more powerful learning algorithms"
2f56b1ac5b9faac9527b6814778925e9242cf5fd,"document : Training Region - based Object Detectors with Online Hard Example Mining The field of object detection has made significant advances riding on the wave of region - based ConvNets , but their training procedure still includes many heuristics and hyperparameters that are costly to tune . We present a simple yet surprisingly effective online hard example mining",1,"['Task', 'Method']","document : Training Region - based Object Detectors with Online Hard Example Mining The field of object detection has made significant advances riding on the wave of region - based ConvNets , but their training procedure still includes many heuristics and hyperparameters that are costly to tune . We present a simple yet surprisingly effective online hard example mining","{'Task': ['object detection'], 'Method': ['Region - based Object Detectors', 'Online Hard Example Mining', 'online hard example mining', 'region - based ConvNets']}","{'Task': ['Object Detection', 'Training'], 'Method': ['Online Hard Example Mining', 'Region-based ConvNets']}","```yaml
Tasks:
- Object Detection
- Training Region-based Object Detectors

Methods:
- Region-based ConvNets
- Online Hard Example Mining
```"
2f97ee95cad6a1f13596b108072b846c6f747d4e,"document : The Microsoft 2016 Conversational Speech Recognition System We describe Microsoft ’s conversational speech recognition system , in which we combine recent developments in neural - network - based acoustic and language modeling to advance the state of the art on the Switchboard recognition task . Inspired by machine learning ensemble techniques , the system uses a range of convolutional and recurrent neural networks .",1,"['Task', 'Method']","document : The Microsoft 2016 Conversational Speech Recognition System We describe Microsoft ’s conversational speech recognition system , in which we combine recent developments in neural - network - based acoustic and language modeling to advance the state of the art on the Switchboard recognition task . Inspired by machine learning ensemble techniques , the system uses a range of convolutional and recurrent neural networks .","{'Task': [], 'Method': ['machine learning ensemble techniques', 'neural - network - based acoustic and language modeling', 'Conversational Speech Recognition System', 'convolutional and recurrent neural networks', 'Microsoft ’s conversational speech recognition system']}","{'Task': ['Switchboard recognition task'], 'Method': ['neural-network-based acoustic modeling', 'neural-network-based language modeling', 'machine learning ensemble techniques', 'convolutional neural networks', 'recurrent neural networks']}","```yaml
Tasks:
- Switchboard_recognition_task

Methods:
- Neural_network_based_acoustic_modeling
- Neural_network_based_language_modeling
- Convolutional_neural_networks
- Recurrent_neural_networks
- Machine_learning_ensemble_techniques
```"
322a7dad274f440a92548faa8f2b2be666b2d01f,"document : Pyramid Scene Parsing Network Scene parsing is challenging for unrestricted open vocabulary and diverse scenes . In this paper , we exploit the capability of global context information by different - region - based context aggregation through our pyramid pooling module together with the proposed pyramid scene parsing network ( PSPNet ) .",1,"['Task', 'Method']","document : Pyramid Scene Parsing Network Scene parsing is challenging for unrestricted open vocabulary and diverse scenes . In this paper , we exploit the capability of global context information by different - region - based context aggregation through our pyramid pooling module together with the proposed pyramid scene parsing network ( PSPNet ) .","{'Task': ['Scene parsing'], 'Method': ['Pyramid Scene Parsing Network', 'region - based context aggregation', 'pyramid scene parsing network', 'PSPNet', 'pyramid pooling module']}","{'Task': ['scene parsing'], 'Method': ['pyramid pooling module', 'pyramid scene parsing network (PSPNet)']}","task: Scene Parsing
methods:
- Pyramid Pooling Module
- Pyramid Scene Parsing Network (PSPNet)"
325af39d281d5903a269c01fab8f53d7400a4c49,document : ArtTrack : Articulated Multi - person Tracking in the Wild In this paper we propose an approach for articulated tracking of multiple people in unconstrained videos . Our starting point is a model that resembles existing architectures for single - frame pose estimation but is substantially faster .,1,"['Task', 'Method']",document : ArtTrack : Articulated Multi - person Tracking in the Wild In this paper we propose an approach for articulated tracking of multiple people in unconstrained videos . Our starting point is a model that resembles existing architectures for single - frame pose estimation but is substantially faster .,"{'Task': ['single - frame pose estimation', 'articulated tracking of multiple people in unconstrained videos'], 'Method': ['ArtTrack', 'Articulated Multi - person Tracking']}","{'Task': ['articulated tracking of multiple people', 'unconstrained videos'], 'Method': ['model for single-frame pose estimation']}","```yaml
Tasks:
- Articulated tracking of multiple people
- Unconstrained videos

Methods:
- Existing architectures for single-frame pose estimation
- Faster model for articulated tracking
```"
33261d252218007147a71e40f8367ed152fa2fe0,Question Answering with Subgraph Embeddings section : Abstract .,1,"['Task', 'Method']",Question Answering with Subgraph Embeddings section : Abstract .,"{'Task': ['Question Answering'], 'Method': ['Subgraph Embeddings']}","Based on the given document title and abstract, it can be inferred that the tasks and methods mentioned are related to ""Question Answering"" using ""Subgraph Embeddings"". Here's the Python dictionary with the extracted entities:

```python
{'Task': ['Question Answering'], 'Method': ['Subgraph Embeddings']}
```","```yaml
- Task: Question Answering
  Method:
    - Name: Subgraph Embeddings
```"
3448e6a5039417dc1ae890efeca3bef5390ace7c,"document : [ Combinatorial features are essential for the success of many commercial models . Manually crafting these features usually comes with high cost due to the variety , volume and velocity of raw data in web - scale systems .",1,"['Task', 'Method']","document : [ Combinatorial features are essential for the success of many commercial models . Manually crafting these features usually comes with high cost due to the variety , volume and velocity of raw data in web - scale systems .","{'Task': ['web - scale systems'], 'Method': []}","Based on the given document, here's the Python dictionary with the requested keys and values:

```python
{'Task': ['success of many commercial models'], 'Method': ['manually crafting these features']}
```

These entities reflect the tasks (success of many commercial models) and methods (manually crafting these features) mentioned in the document.","task: Feature Engineering
method: Manually crafting features

Task: Success of commercial models
Method: Using combinatorial features
Method: Feature Engineering (implicit)

Task: Reducing cost
Method: Automating feature engineering process
Method: Handling variety, volume and velocity of raw data in web-scale systems (implicit)"
35734e8724559fb0d494e5cba6a28ad7a3d5dd4d,"document : Explaining and Harnessing Adversarial Examples Several machine learning models , including neural networks , consistently misclassify adversarial examples —inputs formed by applying small but intentionally worst - case perturbations to examples from the dataset , such that the perturbed input results in the model outputting an incorrect answer with high confidence . Early attempts at explaining this phenomenon focused on nonlinearity and overfitting .",1,"['Task', 'Method']","document : Explaining and Harnessing Adversarial Examples Several machine learning models , including neural networks , consistently misclassify adversarial examples —inputs formed by applying small but intentionally worst - case perturbations to examples from the dataset , such that the perturbed input results in the model outputting an incorrect answer with high confidence . Early attempts at explaining this phenomenon focused on nonlinearity and overfitting .","{'Task': [], 'Method': ['neural networks', 'machine learning models']}","{'Task': ['misclassifying adversarial examples', 'outputting an incorrect answer'], 'Method': ['explaining this phenomenon', 'focused on nonlinearity and overfitting']}","```yaml
Tasks:
- Explaining: ""the phenomenon of machine learning models misclassifying adversarial examples""

Methods:
- Early attempts:
  - Focused on: [""nonlinearity"", ""overfitting""]
```"
364c1a3df58d87cb40ab33fdf3831cf2862f3570,"document : aNMM : Ranking Short Answer Texts with Attention - Based Neural Matching Model As an alternative to question answering methods based on feature engineering , deep learning approaches such as convolutional neural networks ( CNNs ) and Long Short - Term Memory Models ( LSTMs ) have recently been proposed for semantic matching of questions and answers . To achieve good results , however , these models have been combined with additional features such as word overlap or BM25 scores .",1,"['Task', 'Method']","document : aNMM : Ranking Short Answer Texts with Attention - Based Neural Matching Model As an alternative to question answering methods based on feature engineering , deep learning approaches such as convolutional neural networks ( CNNs ) and Long Short - Term Memory Models ( LSTMs ) have recently been proposed for semantic matching of questions and answers . To achieve good results , however , these models have been combined with additional features such as word overlap or BM25 scores .","{'Task': ['semantic matching of questions and answers', 'Ranking Short Answer Texts', 'question answering'], 'Method': ['Attention - Based Neural Matching Model', 'LSTMs', 'feature engineering', 'convolutional neural networks', 'Long Short - Term Memory Models', 'CNNs', 'aNMM', 'deep learning approaches']}","{'Task': ['semantic matching of questions and answers'], 'Method': ['convolutional neural networks (CNNs)', 'Long Short-Term Memory Models (LSTMs)']}","```yaml
Tasks:
- Semantic matching of questions and answers

Methods:
- Convolutional Neural Networks (CNNs)
- Long Short-Term Memory Models (LSTMs)
```"
3842ee1e0fdfeff936b5c49973ff21adfaaf3929,"document : Adversarial Discriminative Domain Adaptation Adversarial learning methods are a promising approach to training robust deep networks , and can generate complex samples across diverse domains . They also can improve recognition despite the presence of domain shift or dataset bias : several adversarial approaches to unsupervised domain adaptation have recently been introduced , which reduce the difference between the training and test domain distributions and thus improve generalization performance .",1,"['Task', 'Method']","document : Adversarial Discriminative Domain Adaptation Adversarial learning methods are a promising approach to training robust deep networks , and can generate complex samples across diverse domains . They also can improve recognition despite the presence of domain shift or dataset bias : several adversarial approaches to unsupervised domain adaptation have recently been introduced , which reduce the difference between the training and test domain distributions and thus improve generalization performance .","{'Task': ['generalization', 'recognition', 'unsupervised domain adaptation', 'robust deep networks'], 'Method': ['Adversarial learning methods', 'adversarial approaches', 'Adversarial Discriminative Domain Adaptation']}","{'Task': ['unsupervised domain adaptation', 'improving recognition'], 'Method': ['adversarial learning methods', 'adversarial approaches']}","task: Unsupervised Domain Adaptation
methods:
- Adversarial Learning
- Adversarial Discriminative Domain Adaptation
- Generating complex samples across diverse domains
- Reducing the difference between training and test domain distributions
- Improving recognition despite domain shift or dataset bias"
