context,question,answer,input_data,raw_zs_free_form_result,zs_free_form_result,raw_zs_bolding_result,zs_bolding_result,raw_zs_italicizing_result,zs_italicizing_result,raw_zs_brackets_result,zs_brackets_result,raw_zs_parenthesis_result,zs_parenthesis_result,raw_zs_placeholder_result,zs_placeholder_result,raw_zs_quoting_result,zs_quoting_result
enchanted-wreath,"the walk took some time , for it was very dark , and her shoes often stuck in the mud , but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant . at last , with her dress torn by brambles that she could not see , and her fact scratched by the twigs on the trees , she reached the spot where she and her father had been cutting in the morning , and found the axe in the place he had left it . to her surprise , three little doves were sitting on the handle , all of them looking very sad .",very sad .,how did the three little doves look when the man's daughter saw them on the axe ?,GEM-FairytaleQA-test-849,how did the three little doves look when the man's daughter saw them on the axe ?,"[""how did the three little doves look when the man's daughter saw them on the axe ?""]",local,character,explicit,"Content: the walk took some time , for it was very dark , and her shoes often stuck in the mud , but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant . at last , with her dress torn by brambles that she could not see , and her fact scratched by the twigs on the trees , she reached the spot where she and her father had been cutting in the morning , and found the axe in the place he had left it . to her surprise , three little doves were sitting on the handle , all of them looking very sad .

Question: how did the three little doves look when the man's daughter saw them on the axe ?",The three little doves looked very sad when the man's daughter saw them on the axe. <ANSWER> </ANSWER>,,**The three little doves looked very sad.**,T,*very sad*,v,The three little doves looked very sad. [[very sad]],v,The three little doves looked very sad. ((sad)),s,So the answer is: they were looking very sad.,t,"""""""""very sad""""""""",""""
the-dwarfie-stone,""" let us hold our peace till after yule , "" she pleaded . "" it will be a joy to keep our secret to ourselves for a little space ; there will be time enough then to let all the world know . "" rather reluctantly , earl paul agreed ; and next day he set off for the palace at orphir , leaving his lady - love behind him . little he guessed the danger he was in ! for , all unknown to him , his step - aunt , countess fraukirk , had chanced to be in the hall , the evening before , hidden behind a curtain , and she had overheard every word that morna and he had spoken , and her heart was filled with black rage . for she was a hard , ambitious woman , and she had always hated the young earl , who was no blood - relation to her , and who stood in the way of his brother , her own nephew ; for , if paul were only dead , harold would be the sole earl of orkney . and now that he had stolen the heart of the lady morna , whom her own nephew loved , her hate and anger knew no bounds . she had hastened off to her sister 's chamber as soon as the lovers had parted ; and there the two women had remained talking together till the chilly dawn broke in the sky .",angry .,how did countess fraukirk feel after she listened to lady morna's and paul's conversation ?,GEM-FairytaleQA-test-219,how did countess fraukirk feel after she listened to lady morna's and paul's conversation ?,"[""how did countess fraukirk feel after she listened to lady morna's and paul's conversation ?""]",local,feeling,implicit,"Content: "" let us hold our peace till after yule , "" she pleaded . "" it will be a joy to keep our secret to ourselves for a little space ; there will be time enough then to let all the world know . "" rather reluctantly , earl paul agreed ; and next day he set off for the palace at orphir , leaving his lady - love behind him . little he guessed the danger he was in ! for , all unknown to him , his step - aunt , countess fraukirk , had chanced to be in the hall , the evening before , hidden behind a curtain , and she had overheard every word that morna and he had spoken , and her heart was filled with black rage . for she was a hard , ambitious woman , and she had always hated the young earl , who was no blood - relation to her , and who stood in the way of his brother , her own nephew ; for , if paul were only dead , harold would be the sole earl of orkney . and now that he had stolen the heart of the lady morna , whom her own nephew loved , her hate and anger knew no bounds . she had hastened off to her sister 's chamber as soon as the lovers had parted ; and there the two women had remained talking together till the chilly dawn broke in the sky .

Question: how did countess fraukirk feel after she listened to lady morna's and paul's conversation ?",<ANSWER> Her heart was filled with black rage. </ANSWER>,H,**Her heart was filled with black rage.**,H,*Countess Fraukirk felt filled with black rage after she listened to Lady Morna's and Paul's conversation.*,C,"[[Countess Fraukirk felt black rage, hate, and anger after listening to Lady Morna's and Paul's conversation.]]",C,((Countess Fraukirk felt filled with black rage after listening to Lady Morna's and Paul's conversation.)),C,So the answer is: Countess Fraukirk felt filled with black rage.,C,"""Her heart was filled with black rage.""",
sleeping-beauty-in-the-wood,""" what are you doing there , goody ? "" said the princess . "" i am spinning , my pretty child , "" said the old woman , who did not know who she was . "" ha ! "" said the princess , "" this is very pretty ; how do you do it ? give it to me , that i may see if i can do so . "" she had no sooner taken it into her hand than , whether being very hasty at it , somewhat unhandy , or that the decree of the fairy had so ordained it , it ran into her hand , and she fell down in a swoon .",she fell down in a swoon .,what happened as soon as the princess tried to spin the spindle ?,GEM-FairytaleQA-test-702,what happened as soon as the princess tried to spin the spindle ?,['what happened as soon as the princess tried to spin the spindle ?'],local,outcome resolution,explicit,"Content: "" what are you doing there , goody ? "" said the princess . "" i am spinning , my pretty child , "" said the old woman , who did not know who she was . "" ha ! "" said the princess , "" this is very pretty ; how do you do it ? give it to me , that i may see if i can do so . "" she had no sooner taken it into her hand than , whether being very hasty at it , somewhat unhandy , or that the decree of the fairy had so ordained it , it ran into her hand , and she fell down in a swoon .

Question: what happened as soon as the princess tried to spin the spindle ?","<ANSWER> It ran into her hand, and she fell down in a swoon. </ANSWER>",I,"**It ran into her hand, and she fell down in a swoon.**",I,"*it ran into her hand, and she fell down in a swoon.*",i,"The spindle ran into her hand and she fell down in a swoon. 
[[The spindle ran into her hand and she fell down in a swoon.]]",T,"The princess pricked her finger and fell down in a swoon. 

((The princess pricked her finger and fell down in a swoon.))",T,"So the answer is: The spindle ran into her hand, and she fell down in a swoon.",T,"""""It ran into her hand, and she fell down in a swoon.""""",
jelly-fish-and-monkey,"now for a time the dragon king and his bride lived very happily . they loved each other dearly , and the bridegroom day after day took delight in showing his bride all the wonders and treasures of his coral palace , and she was never tired of wandering with him through its vast halls and gardens . life seemed to them both like a long summer 's day . two months passed in this happy way , and then the dragon queen fell ill and was obliged to stay in bed . the king was sorely troubled when he saw his precious bride so ill , and at once sent for the fish doctor to come and give her some medicine . he gave special orders to the servants to nurse her carefully and to wait upon her with diligence , but in spite of all the nurses ' assiduous care and the medicine that the doctor prescribed , the young queen showed no signs of recovery , but grew daily worse .",worried .,how will the king feel when the queen does not get better ?,GEM-FairytaleQA-test-537,how will the king feel when the queen does not get better ?,['how will the king feel when the queen does not get better ?'],local,prediction,implicit,"Content: now for a time the dragon king and his bride lived very happily . they loved each other dearly , and the bridegroom day after day took delight in showing his bride all the wonders and treasures of his coral palace , and she was never tired of wandering with him through its vast halls and gardens . life seemed to them both like a long summer 's day . two months passed in this happy way , and then the dragon queen fell ill and was obliged to stay in bed . the king was sorely troubled when he saw his precious bride so ill , and at once sent for the fish doctor to come and give her some medicine . he gave special orders to the servants to nurse her carefully and to wait upon her with diligence , but in spite of all the nurses ' assiduous care and the medicine that the doctor prescribed , the young queen showed no signs of recovery , but grew daily worse .

Question: how will the king feel when the queen does not get better ?",<ANSWER>The king will feel very distressed and worried if the queen does not get better.</ANSWER>,T,**The king will feel very sad and troubled if the queen does not get better.**,T,*The king will feel deeply saddened and worried if the queen does not get better.*,T,The king will feel deeply distressed and worried if the queen does not get better. [[/double square brackets]],/,((The king will feel deeply concerned and distressed if the queen does not get better.)),T,So the answer is: The king will feel deeply troubled and distressed.,T,"""""""The king will feel deeply distressed and worried when the queen does not get better.""""""",T
the-false-prince-and-the-true,"at last the ceremony was over , and the king , signing to his newly found son to follow him , rose and went into another room . ' tell me how you knew all that , ' he said , throwing himself into a carved chair filled with crimson cushions , and the prince told of his meeting with the old woman who had brought him the jewels from his mother , and how he had sworn before a priest to marry her , though he did not want to do it , on account of the difference in their ages , and besides , he would rather receive a bride chosen by the king himself . but the king frowned , and answered sharply : ' you swore to marry her if she saved your life , and , come what may , you must fulfil your promise . ' then , striking a silver shield that hung close by , he said to the equerry who appeared immediately : ' go and seek the priest who lives near the door of the prison , and ask him where you can find the old woman who visited him last night ; and when you have found her , bring her to the palace . '",she saved his life .,why did the king order the gentleman to fulfill his promise to the old woman ?,GEM-FairytaleQA-test-357,why did the king order the gentleman to fulfill his promise to the old woman ?,['why did the king order the gentleman to fulfill his promise to the old woman ?'],local,causal relationship,explicit,"Content: at last the ceremony was over , and the king , signing to his newly found son to follow him , rose and went into another room . ' tell me how you knew all that , ' he said , throwing himself into a carved chair filled with crimson cushions , and the prince told of his meeting with the old woman who had brought him the jewels from his mother , and how he had sworn before a priest to marry her , though he did not want to do it , on account of the difference in their ages , and besides , he would rather receive a bride chosen by the king himself . but the king frowned , and answered sharply : ' you swore to marry her if she saved your life , and , come what may , you must fulfil your promise . ' then , striking a silver shield that hung close by , he said to the equerry who appeared immediately : ' go and seek the priest who lives near the door of the prison , and ask him where you can find the old woman who visited him last night ; and when you have found her , bring her to the palace . '

Question: why did the king order the gentleman to fulfill his promise to the old woman ?",The king ordered the gentleman to fulfill his promise to the old woman because he had sworn before a priest to marry her in exchange for saving his life. <ANSWER>,,**The king ordered the gentleman to fulfill his promise to the old woman because he had sworn before a priest to marry her in exchange for saving his life.**,T,*Because the gentleman had sworn before a priest to marry the old woman if she saved his life.*,B,[[The king ordered the gentleman to fulfill his promise to the old woman because the gentleman had sworn before a priest to marry her in exchange for saving his life.]],T,((Because the prince had sworn before a priest to marry the old woman if she saved his life.)),B,"So the answer is: because the gentleman swore to marry the old woman if she saved his life, and the king believed he must fulfill his promise.",b,"""Because the gentleman swore to marry her if she saved his life, and the king believed he must fulfill his promise regardless of his personal preferences.""",
happy-hunter-skillful-fisher,"the happy hunter would have liked to enter the gate there and then , but he saw that it was fast closed , and also that there was no one about whom he could ask to open it for him , so he stopped to think what he should do . in the shade of the trees before the gate he noticed a well full of fresh spring water . surely some one would come out to draw water from the well some time , he thought . then he climbed into the tree overhanging the well , and seated himself to rest on one of the branches , and waited for what might happen . ere long he saw the huge gate swing open , and two beautiful women came out . now the mikoto ( augustness ) had always heard that ryn gu was the realm of the dragon king under the sea , and had naturally supposed that the place was inhabited by dragons and similar terrible creatures , so that when he saw these two lovely princesses , whose beauty would be rare even in the world from which he had just come , he was exceedingly surprised , and wondered what it could mean .",surely some one would come out to draw water from the well some time .,why did the happy hunter wait by the well ?,GEM-FairytaleQA-test-915,why did the happy hunter wait by the well ?,['why did the happy hunter wait by the well ?'],local,causal relationship,explicit,"Content: the happy hunter would have liked to enter the gate there and then , but he saw that it was fast closed , and also that there was no one about whom he could ask to open it for him , so he stopped to think what he should do . in the shade of the trees before the gate he noticed a well full of fresh spring water . surely some one would come out to draw water from the well some time , he thought . then he climbed into the tree overhanging the well , and seated himself to rest on one of the branches , and waited for what might happen . ere long he saw the huge gate swing open , and two beautiful women came out . now the mikoto ( augustness ) had always heard that ryn gu was the realm of the dragon king under the sea , and had naturally supposed that the place was inhabited by dragons and similar terrible creatures , so that when he saw these two lovely princesses , whose beauty would be rare even in the world from which he had just come , he was exceedingly surprised , and wondered what it could mean .

Question: why did the happy hunter wait by the well ?",<ANSWER> He waited by the well in the hope that someone would come to draw water from it. </ANSWER>,H,**He waited by the well in the shade of the trees because he thought someone would come out to draw water from it at some point.**,H,*He waited by the well in hopes that someone would come to draw water from it at some point.*,H,[[The happy hunter waited by the well in the shade of the trees because he believed that someone would come out to draw water from the well.]],T,((To see if someone would come to draw water from the well.)),T,So the answer is: he expected someone to come draw water from the well.,h,"""""""Because he thought someone would come to draw water from the well eventually.""""""",B
whippety-stourie,"now in this fir wood there was an old quarry hole , in the bottom of which was a bonnie spring well , the water of which was always sweet and pure . the young widow was walking near this quarry hole , when , to her astonishment , she heard the whirr of a spinning - wheel and the sound of a voice lilting a song . at first she could not think where the sound came from ; then , remembering the quarry , she laid down her child at a tree root , and crept noiselessly through the bushes on her hands and knees to the edge of the hole and peeped over . she could hardly believe her eyes ! for there , far below her , at the bottom of the quarry , beside the spring well , sat the cruel fairy , dressed in her green frock and tall felt hat , spinning away as fast as she could at a tiny spinning - wheel . and what should she be singing but-- "" little kens our guid dame at hame , whippety - stourie is my name . """,the old woman revealed her name in a song .,how did the widowed mistress find out the old woman's name ?,GEM-FairytaleQA-test-411,how did the widowed mistress find out the old woman's name ?,"[""how did the widowed mistress find out the old woman's name ?""]",local,action,implicit,"Content: now in this fir wood there was an old quarry hole , in the bottom of which was a bonnie spring well , the water of which was always sweet and pure . the young widow was walking near this quarry hole , when , to her astonishment , she heard the whirr of a spinning - wheel and the sound of a voice lilting a song . at first she could not think where the sound came from ; then , remembering the quarry , she laid down her child at a tree root , and crept noiselessly through the bushes on her hands and knees to the edge of the hole and peeped over . she could hardly believe her eyes ! for there , far below her , at the bottom of the quarry , beside the spring well , sat the cruel fairy , dressed in her green frock and tall felt hat , spinning away as fast as she could at a tiny spinning - wheel . and what should she be singing but-- "" little kens our guid dame at hame , whippety - stourie is my name . ""

Question: how did the widowed mistress find out the old woman's name ?",<ANSWER> The widowed mistress heard the old woman singing her own name. </ANSWER>,T,"**The cruel fairy was singing her own name in a song, revealing it to the widowed mistress.**",T,*The widowed mistress overheard the old woman singing her name while spinning at the bottom of the quarry.*,T,[[The widowed mistress overheard the old woman singing her name while spinning at the bottom of the quarry hole.]],T,"The widowed mistress found out the old woman's name by eavesdropping on her singing while she was spinning at the bottom of the quarry. ((She overheard the old woman singing ""little kens our guid dame at hame, whippety-stourie is my name.""))",S,So the answer is: By eavesdropping and spying on the old woman at the bottom of the quarry hole.,B,"""""The widowed mistress overheard the old woman singing her name while she was at the bottom of the quarry spinning with a spinning wheel.""""",
alleleiraugh-or-the-many-furred-creature,"there was once upon a time a king who had a wife with golden hair , and she was so beautiful that you could n't find anyone like her in the world . it happened that she fell ill , and when she felt that she must soon die , she sent for the king , and said , ' if you want to marry after my death , make no one queen unless she is just as beautiful as i am , and has just such golden hair as i have . promise me this . ' after the king had promised her this , she closed her eyes and died . for a long time the king was not to be comforted , and he did not even think of taking a second wife . at last his councillors said , ' the king must marry again , so that we may have a queen . ' so messengers were sent far and wide to seek for a bride equal to the late queen in beauty . but there was no one in the wide world , and if there had been she could not have had such golden hair . then the messengers came home again , not having been able to find a queen .",he was mourning his first wife .,why did the king not think about taking a second wife ?,GEM-FairytaleQA-test-107,why did the king not think about taking a second wife ?,['why did the king not think about taking a second wife ?'],local,causal relationship,implicit,"Content: there was once upon a time a king who had a wife with golden hair , and she was so beautiful that you could n't find anyone like her in the world . it happened that she fell ill , and when she felt that she must soon die , she sent for the king , and said , ' if you want to marry after my death , make no one queen unless she is just as beautiful as i am , and has just such golden hair as i have . promise me this . ' after the king had promised her this , she closed her eyes and died . for a long time the king was not to be comforted , and he did not even think of taking a second wife . at last his councillors said , ' the king must marry again , so that we may have a queen . ' so messengers were sent far and wide to seek for a bride equal to the late queen in beauty . but there was no one in the wide world , and if there had been she could not have had such golden hair . then the messengers came home again , not having been able to find a queen .

Question: why did the king not think about taking a second wife ?",<ANSWER> The king did not think about taking a second wife because he was not able to find a bride equal to the late queen in beauty and with golden hair as hers. </ANSWER>,T,**The king did not think about taking a second wife because he was not able to find anyone as beautiful and with golden hair like his late wife.**,T,*The king did not think about taking a second wife because he was unable to find anyone as beautiful as his first wife with golden hair.*,T,The king did not think about taking a second wife because he was not to be comforted by the death of his first wife. [[He was not to be comforted by the death of his first wife.]],H,((The king did not think about taking a second wife because he had promised his dying wife that he would only marry someone as beautiful as her with golden hair.)),T,So the answer is: because he was not able to find a bride equal to the late queen in beauty and with such golden hair.,b,"""""""The king did not think about taking a second wife because he was not able to find anyone in the wide world who was as beautiful as his late wife and had such golden hair.""""""",T
happy-hunter-skillful-fisher,"as soon as he had issued his command , the octopus , the cuttlefish , the bonito , the oxtail fish , the eel , the jelly fish , the shrimp , and the plaice , and many other fishes of all kinds came in and sat down before ryn jin their king , and arranged themselves and their fins in order . then the sea king said solemnly : "" our visitor who is sitting before you all is the august grandson of amaterasu . his name is hohodemi , the fourth augustness , and he is also called the happy hunter of the mountains . while he was fishing the other day upon the shore of japan , some one robbed him of his brother 's fishing hook . he has come all this way down to the bottom of the sea to our kingdom because he thought that one of you fishes may have taken the hook from him in mischievous play . if any of you have done so you must immediately return it , or if any of you know who the thief is you must at once tell us his name and where he is now . """,came in and sat down .,what did the fish do when they arrived before the king ?,GEM-FairytaleQA-test-942,what did the fish do when they arrived before the king ?,['what did the fish do when they arrived before the king ?'],local,action,explicit,"Content: as soon as he had issued his command , the octopus , the cuttlefish , the bonito , the oxtail fish , the eel , the jelly fish , the shrimp , and the plaice , and many other fishes of all kinds came in and sat down before ryn jin their king , and arranged themselves and their fins in order . then the sea king said solemnly : "" our visitor who is sitting before you all is the august grandson of amaterasu . his name is hohodemi , the fourth augustness , and he is also called the happy hunter of the mountains . while he was fishing the other day upon the shore of japan , some one robbed him of his brother 's fishing hook . he has come all this way down to the bottom of the sea to our kingdom because he thought that one of you fishes may have taken the hook from him in mischievous play . if any of you have done so you must immediately return it , or if any of you know who the thief is you must at once tell us his name and where he is now . ""

Question: what did the fish do when they arrived before the king ?",<ANSWER>The fish sat down before the sea king and arranged themselves and their fins in order.</ANSWER>,T,**The fish sat down before Ryn Jin their king and arranged themselves and their fins in order.**,T,"*They sat down before Ryn Jin, their king, and arranged themselves and their fins in order.*",T,They sat down before Ryn Jin their king and arranged themselves and their fins in order. [[They sat down before Ryn Jin their king and arranged themselves and their fins in order.]],T,The fish sat down before the sea king and arranged themselves and their fins in order. ((The fish sat down before the king and arranged themselves and their fins in order.)),T,So the answer is: They sat down before the sea king and arranged themselves and their fins in order.,T,"""""""The fish sat down before the sea king and arranged themselves and their fins in order.""""""",T
the-miserly-farmer,"the bystanders told the farmer that he ought to give the bonze one of the smaller pears and let him go . but the farmer would not and did not . an artisan saw the whole affair from his shop , and since the noise annoyed him , he took some money , bought a pear and gave it to the bonze . the bonze thanked him and said : "" one like myself , who has given up the world , must not be miserly . i have beautiful pears myself , and i invite you all to eat them with me . "" then some one asked : "" if you have pears then why do you not eat your own ? "" he answered : "" i first must have a seed to plant . ""","took some money , bought a pear , and gave it to the bonze .",what did the artisan do when he saw the whole affair from his shop ?,GEM-FairytaleQA-test-977,what did the artisan do when he saw the whole affair from his shop ?,['what did the artisan do when he saw the whole affair from his shop ?'],local,action,explicit,"Content: the bystanders told the farmer that he ought to give the bonze one of the smaller pears and let him go . but the farmer would not and did not . an artisan saw the whole affair from his shop , and since the noise annoyed him , he took some money , bought a pear and gave it to the bonze . the bonze thanked him and said : "" one like myself , who has given up the world , must not be miserly . i have beautiful pears myself , and i invite you all to eat them with me . "" then some one asked : "" if you have pears then why do you not eat your own ? "" he answered : "" i first must have a seed to plant . ""

Question: what did the artisan do when he saw the whole affair from his shop ?","<ANSWER> The artisan took some money, bought a pear, and gave it to the bonze. </ANSWER>",T,"**He took some money, bought a pear, and gave it to the bonze.**",H,"*He took some money, bought a pear, and gave it to the bonze.*",H,"[[The artisan took some money, bought a pear, and gave it to the bonze.]]",T,"((He took some money, bought a pear, and gave it to the bonze.))",H,"So the answer is: the artisan took some money, bought a pear, and gave it to the bonze.",t,"""""""The artisan took some money, bought a pear, and gave it to the bonze.""""""",T
how-molo-stole-the-lovely-rose-red,"then she called him in and gave him wine to drink from a jade goblet and said : "" i am of good family and have come here from far away . force alone has made me a slave in this palace . i long to leave it . for though i have jasper chop - sticks with which to eat , and drink my wine from golden flagons , though silk and satin rustle around me and jewels of every kind are at my disposal , all these are but so many chains and fetters to hold me here . dear molo , you are endowed with magic powers . i beg you to save me in my distress ! if you do , i will be glad to serve your master as a slave , and will never forget the favor you do me . "" the youth looked at molo . molo was quite willing . first he asked permission to carry away rose - red 's gear and jewels in sacks and bags . three times he went away and returned until he had finished . then he took his master and rose - red upon his back , and flew away with them over the steep walls . none of the watchmen of the prince 's palace noticed anything out of the way . at home the youth hid rose - red in a distant room . when the prince discovered that one of his slave - girls was missing , and that one of his wild dogs had been killed , he said : "" that must have been some powerful sword hero ! "" and he gave strict orders that the matter should not be mentioned , and that investigations should be made in secret . ","take his master and rose - red upon his back , and fly away with them over the steep walls .",how will molo save rose-red ?,GEM-FairytaleQA-test-760,how will molo save rose-red ?,['how will molo save rose-red ?'],summary,prediction,explicit,"Content: then she called him in and gave him wine to drink from a jade goblet and said : "" i am of good family and have come here from far away . force alone has made me a slave in this palace . i long to leave it . for though i have jasper chop - sticks with which to eat , and drink my wine from golden flagons , though silk and satin rustle around me and jewels of every kind are at my disposal , all these are but so many chains and fetters to hold me here . dear molo , you are endowed with magic powers . i beg you to save me in my distress ! if you do , i will be glad to serve your master as a slave , and will never forget the favor you do me . "" the youth looked at molo . molo was quite willing . first he asked permission to carry away rose - red 's gear and jewels in sacks and bags . three times he went away and returned until he had finished . then he took his master and rose - red upon his back , and flew away with them over the steep walls . none of the watchmen of the prince 's palace noticed anything out of the way . at home the youth hid rose - red in a distant room . when the prince discovered that one of his slave - girls was missing , and that one of his wild dogs had been killed , he said : "" that must have been some powerful sword hero ! "" and he gave strict orders that the matter should not be mentioned , and that investigations should be made in secret . 

Question: how will molo save rose-red ?","Molo will carry away Rose-Red's gear and jewels in sacks and bags, then take his master and Rose-Red upon his back and fly away with them over the steep walls.  <ANSWER>",,**Molo will save Rose-Red by carrying her and the youth away over the palace walls using his magic powers.**,M,*He will carry her and the youth on his back and fly away with them over the steep walls.*,H,"[[Molo will save Rose-Red by carrying away her gear and jewels, and then taking his master and Rose-Red upon his back and flying away with them over the steep walls.]]",M,Molo will save Rose-Red by carrying her and the youth on his back and flying them away over the steep walls. ((Molo will save Rose-Red by carrying her and the youth on his back and flying them away over the steep walls.)),M,"So the answer is: Molo will use his magic powers to carry away rose-red's gear and jewels in sacks and bags, then he will take his master and rose-red on his back and fly away with them over the steep walls.",M,"""By carrying away Rose-Red's gear and jewels in sacks and bags, then taking his master and Rose-Red upon his back, and flying away with them over the steep walls.""",
the-wee-bannock,"so jock ran into the dark corner behind the chair ; but , in his hurry , he tripped and fell , and the wee bannock jumped over him and flew laughing out at the door . through the whins and up the hillside it ran , and over the top of the hill , to a shepherd 's cottage on the other side . the inmates were just sitting down to their porridge , and the goodwife was scraping the pan . "" save us and help us , "" she exclaimed , stopping with the spoon half - way to her mouth . "" there 's a wee bannock come in to warm itself at our fireside . "" "" sneck the door , "" cried the husband , "" and we 'll try to catch it . it would come in handy after the porridge . """,a shepherd 's cottage on the other side .,where did the bannock escape to after running away from jock and his wife ?,GEM-FairytaleQA-test-40,where did the bannock escape to after running away from jock and his wife ?,['where did the bannock escape to after running away from jock and his wife ?'],local,setting,explicit,"Content: so jock ran into the dark corner behind the chair ; but , in his hurry , he tripped and fell , and the wee bannock jumped over him and flew laughing out at the door . through the whins and up the hillside it ran , and over the top of the hill , to a shepherd 's cottage on the other side . the inmates were just sitting down to their porridge , and the goodwife was scraping the pan . "" save us and help us , "" she exclaimed , stopping with the spoon half - way to her mouth . "" there 's a wee bannock come in to warm itself at our fireside . "" "" sneck the door , "" cried the husband , "" and we 'll try to catch it . it would come in handy after the porridge . ""

Question: where did the bannock escape to after running away from jock and his wife ?",The shepherd's cottage on the other side of the hill. <ANSWER>Shepherd's cottage on the other side of the hill</ANSWER>,S,**to a shepherd's cottage on the other side**,t,*to a shepherd's cottage on the other side*,t,[[to a shepherd's cottage on the other side]],t,((to a shepherd's cottage on the other side)),t,So the answer is: the shepherd's cottage on the other side.,t,"""""""Over the top of the hill, to a shepherd's cottage on the other side.""""""",O
whippety-stourie,"i am going to tell you a story about a poor young widow woman , who lived in a house called kittlerumpit , though whereabouts in scotland the house of kittlerumpit stood nobody knows . some folk think that it stood in the neighbourhood of the debateable land , which , as all the world knows , was on the borders , where the old border reivers were constantly coming and going ; the scotch stealing from the english , and the english from the scotch . be that as it may , the widowed mistress of kittlerumpit was sorely to be pitied . for she had lost her husband , and no one quite knew what had become of him . he had gone to a fair one day , and had never come back again , and although everybody believed that he was dead , no one knew how he died . some people said that he had been persuaded to enlist , and had been killed in the wars ; others , that he had been taken away to serve as a sailor by the press - gang , and had been drowned at sea .",in a house called kittlerumpit .,where did the poor young widow woman live ?,GEM-FairytaleQA-test-369,where did the poor young widow woman live ?,['where did the poor young widow woman live ?'],local,setting,explicit,"Content: i am going to tell you a story about a poor young widow woman , who lived in a house called kittlerumpit , though whereabouts in scotland the house of kittlerumpit stood nobody knows . some folk think that it stood in the neighbourhood of the debateable land , which , as all the world knows , was on the borders , where the old border reivers were constantly coming and going ; the scotch stealing from the english , and the english from the scotch . be that as it may , the widowed mistress of kittlerumpit was sorely to be pitied . for she had lost her husband , and no one quite knew what had become of him . he had gone to a fair one day , and had never come back again , and although everybody believed that he was dead , no one knew how he died . some people said that he had been persuaded to enlist , and had been killed in the wars ; others , that he had been taken away to serve as a sailor by the press - gang , and had been drowned at sea .

Question: where did the poor young widow woman live ?","The poor young widow woman lived in a house called Kittlerumpit in Scotland. <ANSWER>Kittlerumpit, Scotland</ANSWER>.",K,**The poor young widow woman lived in a house called Kittlerumpit.**,T,*The poor young widow woman lived in a house called Kittlerumpit.*,T,[[Kittlerumpit in Scotland]],K,((The poor young widow woman lived in a house called Kittlerumpit in Scotland.)),T,So the answer is: in a house called Kittlerumpit.,i,"""""""The poor young widow woman lived in a house called Kittlerumpit.""""""",T
the-enchanted-deer,"' the birds in the box told me , ' answered he , but he could say no more , as they stepped out into the open space that was crowded with people . there the princes stopped . ' o kings ! ' she said , turning towards them , ' if one of you were killed to - day , the rest would fly ; but this man put his trust in me , and had his head cut off three times . because he has done this , i will marry him rather than one of you , who have come hither to we d me , for many kings here sought to free me from the spells , but none could do it save ian the fisher 's son . '",marry ian .,what did the princess decide to do ?,GEM-FairytaleQA-test-827,what did the princess decide to do ?,['what did the princess decide to do ?'],local,action,implicit,"Content: ' the birds in the box told me , ' answered he , but he could say no more , as they stepped out into the open space that was crowded with people . there the princes stopped . ' o kings ! ' she said , turning towards them , ' if one of you were killed to - day , the rest would fly ; but this man put his trust in me , and had his head cut off three times . because he has done this , i will marry him rather than one of you , who have come hither to we d me , for many kings here sought to free me from the spells , but none could do it save ian the fisher 's son . '

Question: what did the princess decide to do ?",<ANSWER> The princess decided to marry the fisher's son instead of any of the kings who sought to free her from the spells. </ANSWER>,T,**The princess decided to marry the fisher's son.**,T,*The princess decided to marry the fisher's son.*,T,[[The princess decided to marry the fisher's son instead of the kings who had come to wed her.]],T,The princess decided to marry the fisher's son. ((She decided to marry him.)),S,So the answer is: the princess decided to marry Ian the fisher's son.,t,"""marry him rather than one of you, who have come hither to wed me, for many kings here sought to free me from the spells, but none could do it save ian the fisher's son.""",
